"type";"begin_time";"frequency";"count";"created with version";"exported with version";"last_name";"first_name";"born";"sex";"measurement_date";"record_name"
"record";"0,00000";"2000.4";"94200";"Noraxon myoRESEARCH Software 4.2.22";"4.2.22";"MyoMetrics Demo Record";"";"";"male";"2025-12-02T12:17:20.230+01:00";"Free Capture-1"

"time";"Activity";"Marker";"BICEPS BR. LT (uV)"
0,32644;;;17,72598404
0,32694;;;18,33637285
0,32744;;;19,55715049
0,32794;;;18,64156726
0,32844;;;14,06365115
0,32894;;;7,654568585
0,32944;;;2,161069247
0,32994;;;-0,5856804226
0,33044;;;-1,196069238
0,33094;;;-0,2804860149
0,33144;;;1,550680431
0,33194;;;2,771458062
0,33244;;;3,07665247
0,33294;;;4,297430101
0,33344;;;7,654568585
0,33394;;;10,09612385
0,33444;;;10,09612385
0,33494;;;8,264957401
0,33544;;;7,04417977
0,33594;;;6,128596547
0,33644;;;4,907818916
0,33694;;;3,687041285
0,33744;;;3,992235693
0,33794;;;4,907818916
0,33844;;;3,687041285
0,33894;;;-0,2804860149
0,33944;;;-3,942818907
0,33994;;;-5,773985354
0,34044;;;-6,079179761
0,34094;;;-6,079179761
0,34144;;;-5,468790946
0,34194;;;-4,248013315
0,34244;;;-3,942818907
0,34294;;;-3,6376245
0,34344;;;-1,501263646
0,34394;;;2,466263654
0,34444;;;4,907818916
0,34494;;;3,687041285
0,34544;;;-0,2804860149
0,34594;;;-2,722041276
0,34644;;;-3,027235684
0,34694;;;-3,332430092
0,34744;;;-5,468790946
0,34794;;;-8,825929431
0,34844;;;-11,87787351
0,34894;;;-14,31942877
0,34944;;;-16,45578962
0,34994;;;-17,98176166
0,35044;;;-17,06617844
0,35094;;;-14,62462318
0,35144;;;-12,48826232
0,35194;;;-12,18306792
0,35244;;;-12,48826232
0,35294;;;-11,26748469
0,35344;;;-9,741512654
0,35394;;;-10,96229028
0,35444;;;-14,31942877
0,35494;;;-17,06617844
0,35544;;;-16,76098403
0,35594;;;-15,5402064
0,35644;;;-14,01423436
0,35694;;;-10,96229028
0,35744;;;-4,553207723
0,35794;;;2,466263654
0,35844;;;5,823402139
0,35894;;;4,602624508
0,35944;;;1,550680431
0,35994;;;-0,2804860149
0,36044;;;-1,501263646
0,36094;;;-2,416846869
0,36144;;;-3,332430092
0,36194;;;-5,468790946
0,36244;;;-8,825929431
0,36294;;;-12,18306792
0,36344;;;-13,70903995
0,36394;;;-12,79345673
0,36444;;;-11,26748469
0,36494;;;-9,436318246
0,36544;;;-7,6051518
0,36593;;;-4,85840213
0,36643;;;-3,027235684
0,36693;;;-3,942818907
0,36743;;;-7,910346207
0,36793;;;-12,48826232
0,36843;;;-14,01423436
0,36893;;;-11,87787351
0,36943;;;-7,910346207
0,36993;;;-4,553207723
0,37043;;;-1,196069238
0,37093;;;4,297430101
0,37143;;;11,31690148
0,37193;;;17,42078963
0,37243;;;21,08312252
0,37293;;;23,52467779
0,37343;;;24,44026101
0,37393;;;23,52467779
0,37443;;;21,08312252
0,37493;;;18,64156726
0,37543;;;16,200012
0,37593;;;11,92729029
0,37643;;;7,349374178
0,37693;;;6,128596547
0,37743;;;7,04417977
0,37793;;;4,297430101
0,37843;;;-3,6376245
